#Organism group,Host,Source type,Create date,Location,Food origin,Collection date,
Listeria monocytogenes,bovine,animal,2014-07-09T15:05:34Z,USA,Germany,1985,
E.coli and Shigella,bovine,animal,2020-01-30T19:12:51Z,USA:PR,Not Provided,3/12/2019,
E.coli and Shigella,bovine,animal,2020-01-30T19:12:52Z,USA:PR,Not Provided,3/5/2019,
E.coli and Shigella,bovine,animal,2020-01-30T19:12:52Z,USA:PR,Not Provided,3/12/2019,
E.coli and Shigella,bovine,animal,2020-01-30T19:12:52Z,USA:PR,Not Provided,1/19/2019,
E.coli and Shigella,bovine,animal,2020-01-30T19:12:52Z,USA:PR,Not Provided,10/4/2018,
E.coli and Shigella,bovine,animal,2020-01-30T19:12:53Z,USA:PR,Not Provided,3/12/2019,
E.coli and Shigella,bovine,animal,2020-01-30T19:12:53Z,USA:PR,Not Provided,3/5/2019,
E.coli and Shigella,bovine,animal,2020-01-30T19:12:55Z,USA:PR,Not Provided,10/4/2018,
E.coli and Shigella,bovine,animal,2020-01-30T19:12:56Z,USA:PR,Not Provided,3/12/2019,
E.coli and Shigella,bovine,animal,2020-01-30T19:12:57Z,USA:PR,Not Provided,3/12/2019,
E.coli and Shigella,bovine,animal,2020-01-30T19:12:58Z,USA:PR,Not Provided,3/12/2019,
E.coli and Shigella,bovine,animal,2020-01-30T19:13:01Z,USA:PR,Not Provided,4/24/2018,
E.coli and Shigella,bovine,animal,2020-01-30T19:13:02Z,USA:PR,Not Provided,3/5/2019,
E.coli and Shigella,bovine,animal,2020-01-30T19:13:02Z,USA:PR,Not Provided,3/13/2018,
E.coli and Shigella,bovine,animal,2020-01-31T02:12:37Z,USA:PR,Not Provided,3/12/2019,
E.coli and Shigella,Bos taurus,,2020-02-15T05:57:48Z,Pakistan:Faisalabad,,6/25/2018,
E.coli and Shigella,cattle,,2020-02-17T18:18:19Z,Tanzania,,,
E.coli and Shigella,cattle,,2020-02-17T19:04:22Z,Tanzania,,,
E.coli and Shigella,cattle,,2020-02-17T19:04:48Z,Tanzania,,,
E.coli and Shigella,cattle,,2020-02-17T19:04:54Z,Tanzania,,,
E.coli and Shigella,cattle,,2020-02-17T19:05:05Z,Tanzania,,,
E.coli and Shigella,cattle,,2020-02-17T19:05:10Z,Tanzania,,,
E.coli and Shigella,cattle,,2020-02-17T19:06:09Z,Tanzania,,,
E.coli and Shigella,cattle,,2020-02-17T19:06:15Z,Tanzania,,,
E.coli and Shigella,cattle,,2020-02-17T19:06:26Z,Tanzania,,,
E.coli and Shigella,cattle,,2020-02-17T19:45:30Z,Tanzania,,,
E.coli and Shigella,cattle,,2020-02-17T19:45:46Z,Tanzania,,,
E.coli and Shigella,cattle,,2020-02-17T19:45:59Z,Tanzania,,,
E.coli and Shigella,cattle,,2020-02-17T19:46:28Z,Tanzania,,,
E.coli and Shigella,cattle,,2020-02-17T19:47:07Z,Tanzania,,,
E.coli and Shigella,cattle,,2020-02-17T19:47:14Z,Tanzania,,,
E.coli and Shigella,cattle,,2020-02-17T19:47:21Z,Tanzania,,,
E.coli and Shigella,cattle,,2020-02-17T19:47:26Z,Tanzania,,,
E.coli and Shigella,cattle,,2020-02-17T19:47:43Z,Tanzania,,,
E.coli and Shigella,cattle,,2020-02-17T19:47:51Z,Tanzania,,,
E.coli and Shigella,cattle,,2020-02-17T19:49:11Z,Tanzania,,,
E.coli and Shigella,cattle,,2020-02-17T19:49:19Z,Tanzania,,,
E.coli and Shigella,cattle,,2020-02-17T19:49:43Z,Tanzania,,,
E.coli and Shigella,cattle,,2020-02-17T19:49:51Z,Tanzania,,,
E.coli and Shigella,cattle,,2020-02-17T19:49:58Z,Tanzania,,,
E.coli and Shigella,cattle,,2020-02-17T19:50:07Z,Tanzania,,,
E.coli and Shigella,cattle,,2020-02-17T19:50:08Z,Tanzania,,,
E.coli and Shigella,cattle,,2020-02-17T19:50:28Z,Tanzania,,,
E.coli and Shigella,cattle,,2020-02-17T19:50:28Z,Tanzania,,,
E.coli and Shigella,Bos taurus,animal,2020-02-25T22:16:04Z,USA:NC,,1/16/2020,
E.coli and Shigella,Bos taurus,,2020-02-27T05:30:19Z,Canada: Brooks,,5/16/2015,
E.coli and Shigella,Bos taurus,,2020-02-27T05:30:25Z,Canada: Granum,,9/25/2017,
E.coli and Shigella,Bos taurus,,2020-02-27T05:30:31Z,Canada: Brooks,,5/16/2015,
E.coli and Shigella,Bos taurus,,2020-02-27T05:30:38Z,Canada: High River,,5/19/2015,
E.coli and Shigella,Bos taurus,,2020-02-27T05:30:44Z,Canada: High River,,5/19/2015,
E.coli and Shigella,Bos taurus,,2020-02-27T05:31:07Z,Canada: Brooks,,4/7/2015,
E.coli and Shigella,Bos taurus,,2020-02-27T05:31:13Z,Canada: High River,,3/10/2015,
E.coli and Shigella,Bos taurus,,2020-02-27T05:31:18Z,Canada: Brooks,,4/7/2015,
E.coli and Shigella,Bos taurus,,2020-02-27T05:43:24Z,Canada: Brooks,,6/11/2013,
E.coli and Shigella,Bos taurus,,2020-02-27T05:43:32Z,Canada: Brooks,,6/11/2013,
E.coli and Shigella,Bos taurus,,2020-02-27T05:44:09Z,Canada: Brooks,,6/11/2013,
E.coli and Shigella,Bos taurus,,2020-02-27T05:44:16Z,Canada: High River,,5/28/2013,
E.coli and Shigella,Bos taurus,,2020-02-27T05:44:24Z,Canada: High River,,5/28/2013,
E.coli and Shigella,Bos taurus,,2020-02-27T06:17:08Z,Canada: High River,,3/10/2015,
E.coli and Shigella,Bos taurus,,2020-02-27T06:18:11Z,Canada: High River,,11/25/2014,
E.coli and Shigella,Bos taurus,,2020-02-27T06:18:18Z,Canada: High River,,10/21/2014,
E.coli and Shigella,Bos taurus,,2020-02-27T06:18:26Z,Canada: High River,,12/9/2014,
E.coli and Shigella,Bos taurus,,2020-02-27T06:18:33Z,Canada: High River,,11/25/2014,
E.coli and Shigella,Bos taurus,,2020-02-27T06:18:41Z,Canada: High River,,9/23/2014,
E.coli and Shigella,Bos taurus,,2020-02-27T06:18:49Z,Canada: High River,,9/23/2014,
E.coli and Shigella,Bos taurus,,2020-02-27T06:18:57Z,Canada: Brooks,,9/9/2014,
E.coli and Shigella,Bos taurus,,2020-02-27T06:20:09Z,Canada: Brooks,,9/9/2014,
E.coli and Shigella,Bos taurus,,2020-02-27T06:20:15Z,Canada: Brooks,,9/9/2014,
E.coli and Shigella,Bos taurus,,2020-02-27T06:20:20Z,Canada: Brooks,,9/9/2014,
E.coli and Shigella,Bos taurus,,2020-02-27T06:20:25Z,Canada: Brooks,,9/9/2014,
E.coli and Shigella,Bos taurus,,2020-02-27T06:21:09Z,Canada: High River,,8/19/2014,
E.coli and Shigella,Bos taurus,,2020-02-27T06:21:19Z,Canada: High River,,8/19/2014,
E.coli and Shigella,Bos taurus,,2020-02-27T06:21:25Z,Canada: High River,,8/19/2014,
E.coli and Shigella,Bos taurus,,2020-02-27T06:22:09Z,Canada: High River,,7/22/2014,
E.coli and Shigella,Bos taurus,,2020-02-27T06:22:16Z,Canada: High River,,7/22/2014,
E.coli and Shigella,Bos taurus,,2020-02-27T06:22:23Z,Canada: Brooks,,5/6/2014,
E.coli and Shigella,Bos taurus,,2020-02-27T06:22:32Z,Canada: High River,,4/22/2014,
E.coli and Shigella,Bos taurus,,2020-02-27T06:22:40Z,Canada: Brooks,,7/8/2014,
E.coli and Shigella,Bos taurus,,2020-02-27T06:24:13Z,Canada: Brooks,,4/8/2014,
E.coli and Shigella,Bos taurus,,2020-02-27T06:24:20Z,Canada: High River,,3/25/2014,
E.coli and Shigella,Bos taurus,,2020-02-27T06:24:29Z,Canada: High River,,2/25/2014,
E.coli and Shigella,Bos taurus,,2020-02-27T06:24:35Z,Canada: High River,,3/25/2014,
E.coli and Shigella,Bos taurus,,2020-02-27T06:24:42Z,Canada: High River,,3/25/2014,
E.coli and Shigella,Bos taurus,,2020-02-27T06:24:50Z,Canada: Brooks,,12/4/2013,
E.coli and Shigella,Bos taurus,,2020-02-27T06:24:57Z,Canada: Brooks,,9/3/2013,
E.coli and Shigella,Bos taurus,,2020-02-27T06:25:03Z,Canada: High River,,1/28/2014,
E.coli and Shigella,Bos taurus,,2020-02-27T06:25:11Z,Canada: High River,,9/17/2013,
E.coli and Shigella,Bos taurus,,2020-02-27T06:25:19Z,Canada: Brooks,,9/3/2013,
E.coli and Shigella,Bos taurus,,2020-02-27T06:26:06Z,Canada: Brooks,,9/3/2013,
E.coli and Shigella,Bos taurus,,2020-02-27T06:26:19Z,Canada: High River,,8/20/2013,
E.coli and Shigella,Bos taurus,,2020-02-27T06:26:30Z,Canada: High River,,7/23/2013,
E.coli and Shigella,Bos taurus,,2020-02-27T06:27:09Z,Canada: High River,,7/23/2013,
E.coli and Shigella,Bos taurus,,2020-02-27T06:27:18Z,Canada: Brooks,,7/9/2013,
E.coli and Shigella,cow,,2020-02-27T17:45:08Z,China: Shanghai,,2008,
E.coli and Shigella,cow,,2020-02-27T17:46:29Z,China: Shanghai,,2008,
E.coli and Shigella,cow,,2020-02-27T17:46:49Z,China: Shanghai,,2008,
E.coli and Shigella,cow,,2020-02-27T17:47:11Z,China: Shanghai,,2008,
E.coli and Shigella,cow,,2020-02-27T17:47:30Z,China: Shanghai,,2008,
E.coli and Shigella,Bovine,,2020-03-06T00:14:02Z,USA:PA,USA:PA,2020,
E.coli and Shigella,Bovine,,2020-03-06T00:14:05Z,USA:MA,USA:MA,2020,
E.coli and Shigella,bovine,animal,2020-03-10T16:14:37Z,USA:TX,,8/21/2013,
E.coli and Shigella,bovine,animal,2020-03-10T16:14:37Z,USA:TX,,8/21/2013,
E.coli and Shigella,bovine,animal,2020-03-10T16:14:37Z,USA:TX,,8/21/2013,
E.coli and Shigella,bovine,animal,2020-03-10T16:14:39Z,USA:TX,,8/21/2013,
E.coli and Shigella,bovine,animal,2020-03-10T16:14:40Z,USA:TX,,8/21/2013,
E.coli and Shigella,Bovine,,2020-03-17T02:16:39Z,USA:KS,USA:KS,2020,
E.coli and Shigella,cattle,,2020-03-16T13:01:30Z,"South Korea: Goyang-si, Gyeonggi-do",,11/2/2015,
E.coli and Shigella,cattle,,2020-03-17T02:09:20Z,Tanzania,,,
E.coli and Shigella,cattle,,2020-03-17T02:09:20Z,Tanzania,,,
E.coli and Shigella,cattle,,2020-03-17T02:09:35Z,Tanzania,,,
E.coli and Shigella,bovine,animal,2020-03-19T13:51:13Z,USA:TX,,8/21/2013,
E.coli and Shigella,bovine,animal,2020-03-19T13:51:13Z,USA:TX,,8/21/2013,
E.coli and Shigella,bovine,animal,2020-03-19T13:51:14Z,USA:TX,,9/12/2013,
E.coli and Shigella,bovine,animal,2020-03-19T13:51:14Z,USA:TX,,9/12/2013,
E.coli and Shigella,bovine,animal,2020-03-19T13:51:14Z,USA:TX,,9/12/2013,
E.coli and Shigella,bovine,animal,2020-03-19T13:51:15Z,USA:TX,,8/21/2013,
E.coli and Shigella,bovine,animal,2020-03-19T13:51:15Z,USA:TX,,9/12/2013,
E.coli and Shigella,bovine,animal,2020-03-19T13:51:15Z,USA:TX,,9/12/2013,
E.coli and Shigella,bovine,animal,2020-03-19T13:51:15Z,USA:TX,,9/12/2013,
E.coli and Shigella,bovine,animal,2020-03-19T13:51:16Z,USA:TX,,9/12/2013,
E.coli and Shigella,bovine,animal,2020-03-19T13:51:16Z,USA:TX,,9/12/2013,
E.coli and Shigella,bovine,animal,2020-03-19T13:51:16Z,USA:TX,,9/12/2013,
E.coli and Shigella,bovine,animal,2020-03-19T13:51:16Z,USA:TX,,9/12/2013,
E.coli and Shigella,bovine,animal,2020-03-19T13:51:17Z,USA:TX,,9/16/2013,
E.coli and Shigella,bovine,animal,2020-03-19T13:51:17Z,USA:TX,,9/12/2013,
E.coli and Shigella,bovine,animal,2020-03-19T13:51:17Z,USA:TX,,9/16/2013,
E.coli and Shigella,bovine,animal,2020-03-19T13:51:17Z,USA:TX,,9/16/2013,
E.coli and Shigella,bovine,animal,2020-03-19T13:51:18Z,USA:TX,,9/12/2013,
E.coli and Shigella,bovine,animal,2020-03-19T13:51:18Z,USA:TX,,9/16/2013,
E.coli and Shigella,bovine,animal,2020-03-19T13:51:18Z,USA:TX,,9/16/2013,
E.coli and Shigella,bovine,animal,2020-03-19T13:51:18Z,USA:TX,,9/16/2013,
E.coli and Shigella,bovine,animal,2020-03-19T13:51:19Z,USA:TX,,9/16/2013,
E.coli and Shigella,bovine,animal,2020-03-19T13:51:19Z,USA:TX,,9/16/2013,
E.coli and Shigella,bovine,animal,2020-03-19T13:51:19Z,USA:TX,,9/16/2013,
E.coli and Shigella,bovine,animal,2020-03-19T13:51:20Z,USA:TX,,9/16/2013,
E.coli and Shigella,bovine,animal,2020-03-19T13:51:20Z,USA:TX,,9/16/2013,
E.coli and Shigella,bovine,animal,2020-03-19T13:51:20Z,USA:TX,,9/16/2013,
E.coli and Shigella,bovine,animal,2020-03-19T13:51:21Z,USA:TX,,9/16/2013,
E.coli and Shigella,bovine,animal,2020-03-19T13:51:21Z,USA:TX,,3/1/2014,
E.coli and Shigella,bovine,animal,2020-03-19T13:51:21Z,USA:TX,,9/16/2013,
E.coli and Shigella,bovine,animal,2020-03-19T13:51:21Z,USA:TX,,3/1/2014,
E.coli and Shigella,bovine,animal,2020-03-19T13:51:22Z,USA:TX,,9/12/2013,
E.coli and Shigella,bovine,animal,2020-03-19T13:51:23Z,USA:TX,,3/1/2014,
E.coli and Shigella,bovine,animal,2020-03-19T13:51:26Z,USA:TX,,8/21/2013,
E.coli and Shigella,bovine,animal,2020-03-19T13:51:27Z,USA:TX,,8/21/2013,
E.coli and Shigella,bovine,animal,2020-03-19T13:51:27Z,USA:TX,,8/21/2013,
E.coli and Shigella,bovine,animal,2020-03-19T13:51:27Z,USA:TX,,8/21/2013,
E.coli and Shigella,bovine,animal,2020-03-19T13:51:28Z,USA:TX,,8/21/2013,
E.coli and Shigella,bovine,animal,2020-03-19T13:51:28Z,USA:TX,,8/21/2013,
E.coli and Shigella,bovine,animal,2020-03-19T13:51:28Z,USA:TX,,9/12/2013,
E.coli and Shigella,bovine,animal,2020-03-19T13:51:29Z,USA:TX,,9/16/2013,
E.coli and Shigella,bovine,animal,2020-03-19T13:51:29Z,USA:TX,,8/21/2013,
E.coli and Shigella,bovine,animal,2020-03-19T13:51:29Z,USA:TX,,9/16/2013,
E.coli and Shigella,bovine,animal,2020-03-19T13:51:30Z,USA:TX,,8/21/2013,
E.coli and Shigella,bovine,animal,2020-03-19T13:51:30Z,USA:TX,,8/21/2013,
E.coli and Shigella,bovine,animal,2020-03-19T13:51:30Z,USA:TX,,9/16/2013,
E.coli and Shigella,bovine,animal,2020-03-19T13:51:30Z,USA:TX,,8/21/2013,
E.coli and Shigella,bovine,animal,2020-03-19T13:51:31Z,USA:TX,,9/12/2013,
E.coli and Shigella,bovine,animal,2020-03-19T13:51:31Z,USA:TX,,8/21/2013,
E.coli and Shigella,bovine,animal,2020-03-19T13:51:31Z,USA:TX,,9/12/2013,
E.coli and Shigella,bovine,animal,2020-03-19T13:51:32Z,USA:TX,,8/21/2013,
E.coli and Shigella,bovine,animal,2020-03-19T13:51:32Z,USA:TX,,9/16/2013,
E.coli and Shigella,bovine,animal,2020-03-19T13:51:32Z,USA:TX,,9/16/2013,
E.coli and Shigella,bovine,animal,2020-03-19T13:51:32Z,USA:TX,,3/1/2014,
E.coli and Shigella,bovine,animal,2020-03-19T13:51:33Z,USA:TX,,9/16/2013,
E.coli and Shigella,bovine,animal,2020-03-19T13:51:33Z,USA:TX,,9/16/2013,
E.coli and Shigella,bovine,animal,2020-03-19T13:51:33Z,USA:TX,,3/1/2014,
E.coli and Shigella,bovine,animal,2020-03-19T13:51:33Z,USA:TX,,9/16/2013,
E.coli and Shigella,bovine,animal,2020-03-19T13:51:34Z,USA:TX,,3/1/2014,
E.coli and Shigella,bovine,animal,2020-03-19T13:51:34Z,USA:TX,,3/1/2014,
E.coli and Shigella,bovine,animal,2020-03-19T13:51:34Z,USA:TX,,9/16/2013,
E.coli and Shigella,bovine,animal,2020-03-19T13:51:35Z,USA:TX,,3/1/2014,
E.coli and Shigella,bovine,animal,2020-03-20T22:15:27Z,USA:TX,,3/1/2014,
E.coli and Shigella,bovine,animal,2020-03-20T22:15:27Z,USA:TX,,3/1/2014,
E.coli and Shigella,bovine,animal,2020-03-20T22:15:27Z,USA:TX,,3/1/2014,
E.coli and Shigella,bovine,animal,2020-03-20T22:15:28Z,USA:TX,,3/1/2014,
E.coli and Shigella,bovine,animal,2020-03-20T22:15:28Z,USA:TX,,10/7/2014,
E.coli and Shigella,bovine,animal,2020-03-20T22:15:28Z,USA:TX,,3/1/2014,
E.coli and Shigella,bovine,animal,2020-03-20T22:15:29Z,USA:TX,,3/1/2014,
E.coli and Shigella,bovine,animal,2020-03-20T22:15:29Z,USA:TX,,3/1/2014,
E.coli and Shigella,bovine,animal,2020-03-20T22:15:29Z,USA:TX,,3/1/2014,
E.coli and Shigella,bovine,animal,2020-03-20T22:15:29Z,USA:TX,,10/7/2014,
E.coli and Shigella,bovine,animal,2020-03-23T16:13:52Z,USA:TX,,3/1/2014,
E.coli and Shigella,bovine,animal,2020-03-23T16:13:52Z,USA:TX,,3/1/2014,
E.coli and Shigella,cattle,,2020-03-27T18:56:46Z,Tanzania,,,
E.coli and Shigella,cattle,,2020-03-27T18:56:52Z,Tanzania,,,
E.coli and Shigella,cattle,,2020-04-06T04:49:48Z,Canada:Alberta,,2016,
E.coli and Shigella,cattle,,2020-04-06T04:50:06Z,Canada:Alberta,,2014,
E.coli and Shigella,cattle,,2020-04-06T04:50:11Z,Canada:Alberta,,2014,
E.coli and Shigella,cattle,,2020-04-06T04:51:08Z,Canada:Alberta,,2015,
E.coli and Shigella,cattle,,2020-04-06T05:02:27Z,Canada:Alberta,,2014,
E.coli and Shigella,cattle,,2020-04-06T05:03:11Z,Canada:Alberta,,2015,
E.coli and Shigella,cattle,,2020-04-06T05:03:18Z,Canada:Alberta,,2015,
E.coli and Shigella,cattle,,2020-04-06T05:04:06Z,Canada:Alberta,,2014,
E.coli and Shigella,cattle,,2020-04-06T05:04:14Z,Canada:Alberta,,2015,
E.coli and Shigella,cattle,,2020-04-06T05:04:25Z,Canada:Alberta,,2015,
E.coli and Shigella,cattle,,2020-04-06T05:04:34Z,Canada:Alberta,,2016,
E.coli and Shigella,cattle,,2020-04-06T05:17:27Z,Canada:Alberta,,2014,
E.coli and Shigella,cattle,,2020-04-06T05:17:34Z,Canada:Alberta,,2015,
E.coli and Shigella,cattle,,2020-04-06T05:18:09Z,Canada:Alberta,,2015,
E.coli and Shigella,cattle,,2020-04-06T05:20:23Z,Canada:Alberta,,2015,
E.coli and Shigella,cattle,,2020-04-06T05:25:21Z,Canada:Alberta,,2015,
E.coli and Shigella,cattle,,2020-04-06T05:25:31Z,Canada:Alberta,,2016,
E.coli and Shigella,cattle,,2020-04-06T05:25:38Z,Canada:Alberta,,2014,
E.coli and Shigella,cattle,,2020-04-06T05:26:09Z,Canada:Alberta,,2015,
E.coli and Shigella,cattle,,2020-04-06T05:26:17Z,Canada:Alberta,,2015,
E.coli and Shigella,cattle,,2020-04-06T05:26:32Z,Canada:Alberta,,2016,
E.coli and Shigella,cattle,,2020-04-06T05:26:41Z,Canada:Alberta,,2016,
E.coli and Shigella,cattle,,2020-04-06T05:26:49Z,Canada:Alberta,,2015,
E.coli and Shigella,cattle,,2020-04-06T05:28:07Z,Canada:Alberta,,2015,
E.coli and Shigella,cattle,,2020-04-06T05:28:15Z,Canada:Alberta,,2014,
E.coli and Shigella,cattle,,2020-04-06T05:28:22Z,Canada:Alberta,,2015,
E.coli and Shigella,cattle,,2020-04-06T05:28:32Z,Canada:Alberta,,2015,
E.coli and Shigella,cattle,,2020-04-06T05:28:41Z,Canada:Alberta,,2015,
E.coli and Shigella,cattle,,2020-04-06T05:29:10Z,Canada:Alberta,,2015,
E.coli and Shigella,cattle,,2020-04-06T05:29:23Z,Canada:Alberta,,2015,
E.coli and Shigella,cattle,,2020-04-06T05:34:32Z,Canada:Alberta,,2016,
E.coli and Shigella,cattle,,2020-04-06T05:36:32Z,Canada:Alberta,,2015,
E.coli and Shigella,cattle,,2020-04-06T05:36:42Z,Canada:Alberta,,2015,
E.coli and Shigella,cattle,,2020-04-06T05:36:50Z,Canada:Alberta,,2015,
E.coli and Shigella,cattle,,2020-04-06T05:37:08Z,Canada:Alberta,,2014,
E.coli and Shigella,cattle,,2020-04-06T05:37:16Z,Canada:Alberta,,2016,
E.coli and Shigella,cattle,,2020-04-06T05:38:12Z,Canada:Alberta,,2015,
E.coli and Shigella,cattle,,2020-04-06T05:38:21Z,Canada:Alberta,,2014,
E.coli and Shigella,cattle,,2020-04-06T05:38:27Z,Canada:Alberta,,2014,
E.coli and Shigella,cattle,,2020-04-06T05:38:35Z,Canada:Alberta,,2015,
E.coli and Shigella,cow,,2020-04-14T15:58:12Z,China,,2018,
E.coli and Shigella,Bovine,,2020-05-07T00:15:33Z,USA:NY,USA:NY,2020,
E.coli and Shigella,Bovine,,2020-05-07T00:15:33Z,USA:NY,USA:NY,2020,
E.coli and Shigella,Bovine,,2020-05-07T00:15:34Z,USA:MA,USA:MA,2020,
E.coli and Shigella,Bovine,,2020-05-07T00:15:35Z,USA:OH,USA:OH,2020,
E.coli and Shigella,Bovine,,2020-05-07T00:15:36Z,USA:NJ,USA:NJ,2020,
E.coli and Shigella,Bovine,,2020-05-07T00:15:37Z,USA:PA,USA:PA,2020,
E.coli and Shigella,Bovine,,2020-05-07T00:15:37Z,USA:PA,USA:PA,2020,
E.coli and Shigella,Bovine,,2020-05-07T00:15:37Z,USA:ID,USA:ID,2020,
E.coli and Shigella,Bovine,,2020-05-07T00:15:38Z,USA:TN,USA:TN,2020,
E.coli and Shigella,Bovine,,2020-05-07T00:15:38Z,USA:ID,USA:ID,2020,
E.coli and Shigella,Bovine,,2020-05-15T23:22:53Z,USA:CA,USA:CA,2020,
E.coli and Shigella,Bovine,,2020-05-15T23:22:59Z,USA:OH,USA:OH,2020,
E.coli and Shigella,Bovine,,2020-05-15T23:22:59Z,USA:VT,USA:VT,2020,
E.coli and Shigella,Bovine,,2020-05-15T23:23:00Z,USA:NJ,USA:NJ,2020,
E.coli and Shigella,Bovine,,2020-05-15T23:23:00Z,USA:SD,USA:SD,2020,
E.coli and Shigella,Bovine,,2020-05-15T23:23:01Z,USA:MA,USA:MA,2020,
E.coli and Shigella,bovine,animal,2020-05-22T01:23:07Z,USA:TX,,6/16/2015,
E.coli and Shigella,bovine,animal,2020-05-22T01:23:08Z,USA:TX,,6/16/2015,
E.coli and Shigella,bovine,animal,2020-05-22T01:23:10Z,USA:TX,,6/16/2015,
E.coli and Shigella,bovine,animal,2020-05-22T01:23:11Z,USA:TX,,6/16/2015,
E.coli and Shigella,bovine,animal,2020-05-22T01:23:11Z,USA:TX,,6/16/2015,
E.coli and Shigella,bovine,animal,2020-05-22T01:23:12Z,USA:TX,,6/16/2015,
E.coli and Shigella,bovine,animal,2020-05-22T01:23:12Z,USA:TX,,6/16/2015,
E.coli and Shigella,bovine,animal,2020-05-22T01:23:12Z,USA:TX,,6/16/2015,
E.coli and Shigella,bovine,animal,2020-05-22T01:23:13Z,USA:TX,,6/16/2015,
E.coli and Shigella,bovine,animal,2020-05-22T01:23:14Z,USA:TX,,6/16/2015,
E.coli and Shigella,bovine,animal,2020-05-22T01:23:14Z,USA:TX,,6/16/2015,
E.coli and Shigella,bovine,animal,2020-05-22T01:23:15Z,USA:TX,,6/16/2015,
E.coli and Shigella,bovine,animal,2020-05-22T01:23:15Z,USA:TX,,6/16/2015,
E.coli and Shigella,bovine,animal,2020-05-22T01:23:16Z,USA:TX,,6/16/2015,
E.coli and Shigella,bovine,animal,2020-05-22T01:23:17Z,USA:TX,,6/16/2015,
E.coli and Shigella,bovine,animal,2020-05-22T01:23:17Z,USA:TX,,6/16/2015,
E.coli and Shigella,bovine,animal,2020-05-22T01:23:17Z,USA:TX,,6/16/2015,
E.coli and Shigella,bovine,animal,2020-05-22T01:23:18Z,USA:TX,,6/16/2015,
E.coli and Shigella,Bovine,,2020-05-22T23:23:19Z,USA:NY,USA:NY,2020,
E.coli and Shigella,Bovine,,2020-05-22T23:23:19Z,USA:PA,USA:PA,2020,
E.coli and Shigella,Bovine,,2020-05-22T23:23:20Z,USA:OH,USA:OH,2020,
E.coli and Shigella,Bovine,,2020-05-22T23:23:21Z,USA:NY,USA:NY,2020,
E.coli and Shigella,Bovine,,2020-05-22T23:23:21Z,USA:PA,USA:PA,2020,
E.coli and Shigella,Bovine,,2020-05-22T23:23:22Z,USA:OH,USA:OH,2020,
E.coli and Shigella,Bovine,,2020-05-22T23:23:22Z,USA:PA,USA:PA,2020,
E.coli and Shigella,Bovine,,2020-05-22T23:23:23Z,USA:PA,USA:PA,2020,
E.coli and Shigella,Bovine,,2020-05-22T23:23:23Z,USA:CA,USA:CA,2020,
E.coli and Shigella,Bovine,,2020-05-22T23:23:24Z,USA:CA,USA:CA,2020,
E.coli and Shigella,Bovine,,2020-05-23T17:25:22Z,USA:PA,USA:PA,2020,
E.coli and Shigella,Bovine,,2020-05-23T17:25:23Z,USA:CA,USA:CA,2020,
E.coli and Shigella,Bovine,,2020-05-23T17:25:24Z,USA:OH,USA:OH,2020,
E.coli and Shigella,cattle,,2020-05-26T13:53:08Z,USA:Nebraska,,2002,
E.coli and Shigella,cattle,,2020-05-26T13:54:07Z,USA:Texas,,2000,
E.coli and Shigella,cattle,,2020-05-26T13:55:07Z,USA:Texas,,2000,
E.coli and Shigella,cattle,,2020-05-26T14:52:10Z,USA:Nebraska,,2002,
E.coli and Shigella,cattle,,2020-05-26T14:54:08Z,USA:Texas,,2000,
E.coli and Shigella,cattle,,2020-05-26T14:55:13Z,USA:Texas,,2000,
E.coli and Shigella,cattle,,2020-05-26T14:57:08Z,USA:Nebraska,,2000,
E.coli and Shigella,cattle,,2020-05-26T14:58:06Z,USA:Kansas,,1999,
E.coli and Shigella,bovine,,2020-05-26T15:00:13Z,USA:Nebraska,,,
E.coli and Shigella,bovine,,2020-05-26T15:02:09Z,USA:Nebraska,,,
E.coli and Shigella,bovine,,2020-05-26T15:03:07Z,USA:Nebraska,,,
E.coli and Shigella,cattle,,2020-05-26T15:05:19Z,USA:Nebraska,,2000,
E.coli and Shigella,cattle,,2020-05-26T15:06:11Z,USA:Nebraska,,2000,
E.coli and Shigella,cattle,,2020-05-26T15:07:06Z,USA:Nebraska,,2002,
E.coli and Shigella,cattle,,2020-05-26T15:12:07Z,USA:Nebraska,,1999,
E.coli and Shigella,cattle,,2020-05-26T15:37:08Z,USA:Louisiana,,2002,
E.coli and Shigella,cattle,,2020-05-26T15:43:06Z,USA:Ohio,,2002,
E.coli and Shigella,cattle,,2020-05-26T15:44:07Z,USA:Nebraska,,1999,
E.coli and Shigella,cattle,,2020-05-26T15:45:09Z,USA:Nebraska,,1999,
E.coli and Shigella,bovine,,2020-05-26T15:46:09Z,USA,,,
E.coli and Shigella,bovine,,2020-05-26T15:48:08Z,USA,,,
E.coli and Shigella,bovine,,2020-05-26T15:49:06Z,USA,,,
E.coli and Shigella,bovine,,2020-05-26T15:50:06Z,USA:Nebraska,,,
E.coli and Shigella,Bovine,,2020-06-01T23:19:51Z,USA:NJ,USA:NJ,2020,
E.coli and Shigella,Bovine,,2020-06-01T23:19:52Z,USA:OH,USA:OH,2020,
E.coli and Shigella,Bovine,,2020-06-01T23:19:52Z,USA:KY,USA:KY,2020,
E.coli and Shigella,Bovine,,2020-06-01T23:19:54Z,USA:NJ,USA:NJ,2020,
E.coli and Shigella,Bovine,,2020-06-01T23:19:54Z,USA:NJ,USA:NJ,2020,
